decision_mode,model_name,contract_id,contract_address,collection_type,snapshot_idx,start_block,end_block,low_rep_threshold_pct,trigger_k,holding_state,decision,confidence,reason,is_low_rep,low_rep_streak,next_trade_exists,prompt_tokens,completion_tokens,total_tokens,latency_ms,parse_success,raw_decision_text
llm_base,gpt-oss-120b,8_3_12239e85_12239e85,0xe356a9dcba053e6940b4afd8ce3e319212239e85,rugpull,22,12828608,13913780,0.8,3,flat,AVOID_BUY,0.85,"No trade activity or liquidity, indicating high risk for buying",1,2,0,454,191,645,1732,1,"{
  ""decision"": ""AVOID_BUY"",
  ""confidence"": 0.85,
  ""reason"": ""No trade activity or liquidity, indicating high risk for buying""
}"
llm_base,gpt-oss-120b,8_3_12239e85_12239e85,0xe356a9dcba053e6940b4afd8ce3e319212239e85,rugpull,23,12828608,13963106,0.8,3,flat,AVOID_BUY,0.85,No trade activity or price data and high gas cost indicate high risk,1,3,0,454,217,671,1868,1,"{
  ""decision"": ""AVOID_BUY"",
  ""confidence"": 0.85,
  ""reason"": ""No trade activity or price data and high gas cost indicate high risk""
}"
llm_base,gpt-oss-120b,8_3_12239e85_12239e85,0xe356a9dcba053e6940b4afd8ce3e319212239e85,rugpull,21,12828608,13864454,0.9,3,flat,AVOID_BUY,0.85,"no trade activity or liquidity, high risk",1,1,0,454,184,638,1384,1,"{
  ""decision"": ""AVOID_BUY"",
  ""confidence"": 0.85,
  ""reason"": ""no trade activity or liquidity, high risk""
}"
llm_base,gpt-oss-120b,8_3_12239e85_12239e85,0xe356a9dcba053e6940b4afd8ce3e319212239e85,rugpull,22,12828608,13913780,0.9,3,flat,AVOID_BUY,0.8,No market activity and high gas costs indicate high risk for a new purchase,0,0,0,454,192,646,1539,1,"{
  ""decision"": ""AVOID_BUY"",
  ""confidence"": 0.8,
  ""reason"": ""No market activity and high gas costs indicate high risk for a new purchase""
}"
llm_base,gpt-oss-120b,8_3_12239e85_12239e85,0xe356a9dcba053e6940b4afd8ce3e319212239e85,rugpull,23,12828608,13963106,0.9,3,flat,AVOID_BUY,0.85,"No market activity, zero trades and buyers, and high gas costs suggest high risk for buying",0,0,0,454,196,650,1824,1,"{
  ""decision"": ""AVOID_BUY"",
  ""confidence"": 0.85,
  ""reason"": ""No market activity, zero trades and buyers, and high gas costs suggest high risk for buying""
}"
llm_base,gpt-oss-120b,8_3_0205c970_0205c970,0x97fe0e9f7e4bf770d57b41da3e77a8140205c970,rugpull,20,12828608,13815128,0.8,3,holding,SELL,0.7,No recent trades or buyers and high gas costs indicate low liquidity and high risk,1,1,0,454,156,610,1714,1,"{
  ""decision"": ""SELL"",
  ""confidence"": 0.7,
  ""reason"": ""No recent trades or buyers and high gas costs indicate low liquidity and high risk""
}"
llm_base,gpt-oss-120b,8_3_0205c970_0205c970,0x97fe0e9f7e4bf770d57b41da3e77a8140205c970,rugpull,21,12828608,13864454,0.8,3,holding,SELL,0.65,No recent activity and zero liquidity indicate high downside risk while holding,0,0,0,452,203,655,1681,1,"{
  ""decision"": ""SELL"",
  ""confidence"": 0.65,
  ""reason"": ""No recent activity and zero liquidity indicate high downside risk while holding""
}"
llm_base,gpt-oss-120b,8_3_0205c970_0205c970,0x97fe0e9f7e4bf770d57b41da3e77a8140205c970,rugpull,22,12828608,13913780,0.8,3,holding,SELL,0.65,"no recent trades or price data and high gas costs suggest illiquidity, prompting a sell to limit downside",0,0,0,454,308,762,1911,1,"{
  ""decision"": ""SELL"",
  ""confidence"": 0.65,
  ""reason"": ""no recent trades or price data and high gas costs suggest illiquidity, prompting a sell to limit downside""
}"
llm_base,gpt-oss-120b,8_3_0205c970_0205c970,0x97fe0e9f7e4bf770d57b41da3e77a8140205c970,rugpull,20,12828608,13815128,0.9,3,holding,SELL,0.7,"No activity and high gas costs indicate illiquidity, prompting a sell to limit downside risk",0,0,0,454,267,721,2031,1,"{
  ""decision"": ""SELL"",
  ""confidence"": 0.7,
  ""reason"": ""No activity and high gas costs indicate illiquidity, prompting a sell to limit downside risk""
}"
llm_base,gpt-oss-120b,8_3_0205c970_0205c970,0x97fe0e9f7e4bf770d57b41da3e77a8140205c970,rugpull,21,12828608,13864454,0.9,3,holding,SELL,0.65,No recent activity and zero liquidity indicate high downside risk while holding,0,0,0,452,203,655,1798,1,"{
  ""decision"": ""SELL"",
  ""confidence"": 0.65,
  ""reason"": ""No recent activity and zero liquidity indicate high downside risk while holding""
}"
llm_base,gpt-oss-120b,8_3_0205c970_0205c970,0x97fe0e9f7e4bf770d57b41da3e77a8140205c970,rugpull,22,12828608,13913780,0.9,3,holding,SELL,0.65,"no recent trades or price data and high gas costs suggest illiquidity, prompting a sell to limit downside",0,0,0,454,308,762,12806,1,"{
  ""decision"": ""SELL"",
  ""confidence"": 0.65,
  ""reason"": ""no recent trades or price data and high gas costs suggest illiquidity, prompting a sell to limit downside""
}"
llm_base,gpt-oss-120b,8_3_0b7e393f_0b7e393f,0x4923017f3b7fac4e096b46e401c0662f0b7e393f,rugpull,1,12828608,12877934,0.8,3,holding,HOLD,0.7,"No trade or price data provides a sell signal, so maintaining the current holding is safest",1,1,0,454,205,659,1808,1,"{
  ""decision"": ""HOLD"",
  ""confidence"": 0.7,
  ""reason"": ""No trade or price data provides a sell signal, so maintaining the current holding is safest""
}"
llm_base,gpt-oss-120b,8_3_0b7e393f_0b7e393f,0x4923017f3b7fac4e096b46e401c0662f0b7e393f,rugpull,2,12828608,12927260,0.8,3,holding,HOLD,0.6,"No trade activity or price data, indicating illiquidity, so staying put is safest",1,2,0,454,261,715,1918,1,"{
  ""decision"": ""HOLD"",
  ""confidence"": 0.6,
  ""reason"": ""No trade activity or price data, indicating illiquidity, so staying put is safest""
}"
llm_base,gpt-oss-120b,8_3_0b7e393f_0b7e393f,0x4923017f3b7fac4e096b46e401c0662f0b7e393f,rugpull,3,12828608,12976586,0.8,3,holding,SELL,0.68,No recent trades or buyers and high gas costs indicate illiquidity and heightened downside risk while holding,1,3,0,454,247,701,2019,1,"{
  ""decision"": ""SELL"",
  ""confidence"": 0.68,
  ""reason"": ""No recent trades or buyers and high gas costs indicate illiquidity and heightened downside risk while holding""
}"
llm_base,gpt-oss-120b,8_3_0b7e393f_0b7e393f,0x4923017f3b7fac4e096b46e401c0662f0b7e393f,rugpull,1,12828608,12877934,0.9,3,holding,SELL,0.7,Zero trade activity and no liquidity indicate high downside risk while holding,1,1,0,454,236,690,2145,1,"{
  ""decision"": ""SELL"",
  ""confidence"": 0.7,
  ""reason"": ""Zero trade activity and no liquidity indicate high downside risk while holding""
}"
llm_base,gpt-oss-120b,8_3_0b7e393f_0b7e393f,0x4923017f3b7fac4e096b46e401c0662f0b7e393f,rugpull,2,12828608,12927260,0.9,3,holding,HOLD,0.6,"No recent trades or price data, indicating illiquidity and uncertainty",1,2,0,454,261,715,2140,1,"{
  ""decision"": ""HOLD"",
  ""confidence"": 0.6,
  ""reason"": ""No recent trades or price data, indicating illiquidity and uncertainty""
}"
llm_base,gpt-oss-120b,8_3_0b7e393f_0b7e393f,0x4923017f3b7fac4e096b46e401c0662f0b7e393f,rugpull,3,12828608,12976586,0.9,3,holding,HOLD,0.62,"No trade activity or price data, making a sale impractical; maintain current holding",1,3,0,454,384,838,2286,1,"{
  ""decision"": ""HOLD"",
  ""confidence"": 0.62,
  ""reason"": ""No trade activity or price data, making a sale impractical; maintain current holding""
}"
llm_base,gpt-oss-120b,8_3_0c5597e5_0c5597e5,0xafb5747a00b2710051bcb8cf83e03b4e0c5597e5,rugpull,21,12828608,13864454,0.8,3,holding,SELL,0.66,"No recent trades, zero liquidity and high gas costs indicate illiquid, risky holding",1,1,0,454,206,660,1922,1,"{
  ""decision"": ""SELL"",
  ""confidence"": 0.66,
  ""reason"": ""No recent trades, zero liquidity and high gas costs indicate illiquid, risky holding""
}"
llm_base,gpt-oss-120b,8_3_0c5597e5_0c5597e5,0xafb5747a00b2710051bcb8cf83e03b4e0c5597e5,rugpull,22,12828608,13913780,0.8,3,holding,HOLD,0.6,"No trade activity or price data, so maintain current holding",1,2,0,454,268,722,2037,1,"{
  ""decision"": ""HOLD"",
  ""confidence"": 0.6,
  ""reason"": ""No trade activity or price data, so maintain current holding""
}"
llm_base,gpt-oss-120b,8_3_0c5597e5_0c5597e5,0xafb5747a00b2710051bcb8cf83e03b4e0c5597e5,rugpull,23,12828608,13963106,0.8,3,holding,HOLD,0.65,No trade activity and low liquidity make selling risky without price data,1,3,0,454,318,772,2031,1,"{
  ""decision"": ""HOLD"",
  ""confidence"": 0.65,
  ""reason"": ""No trade activity and low liquidity make selling risky without price data""
}"
llm_base,gpt-oss-120b,8_3_0c5597e5_0c5597e5,0xafb5747a00b2710051bcb8cf83e03b4e0c5597e5,rugpull,21,12828608,13864454,0.9,3,holding,SELL,0.7,"No recent trades or liquidity, indicating high downside risk while holding",1,1,0,454,258,712,1971,1,"{
  ""decision"": ""SELL"",
  ""confidence"": 0.7,
  ""reason"": ""No recent trades or liquidity, indicating high downside risk while holding""
}"
llm_base,gpt-oss-120b,8_3_0c5597e5_0c5597e5,0xafb5747a00b2710051bcb8cf83e03b4e0c5597e5,rugpull,22,12828608,13913780,0.9,3,holding,SELL,0.78,No recent trades or liquidity signals indicate high risk of being stuck in an illiquid position,1,2,0,454,246,700,1952,1,"{
  ""decision"": ""SELL"",
  ""confidence"": 0.78,
  ""reason"": ""No recent trades or liquidity signals indicate high risk of being stuck in an illiquid position""
}"
llm_base,gpt-oss-120b,8_3_0c5597e5_0c5597e5,0xafb5747a00b2710051bcb8cf83e03b4e0c5597e5,rugpull,23,12828608,13963106,0.9,3,holding,HOLD,0.6,"No trade or price data, so insufficient evidence to sell",1,3,0,454,220,674,2316,1,"{
  ""decision"": ""HOLD"",
  ""confidence"": 0.6,
  ""reason"": ""No trade or price data, so insufficient evidence to sell""
}"
llm_base,gpt-oss-120b,8_3_0d99cc92_0d99cc92,0x6d200bb6e0d75daf29992b9ec25d61fa0d99cc92,rugpull,27,12828608,14160410,0.8,3,holding,SELL,0.65,"No recent trades or buyers indicate illiquidity, prompting a risk‑averse sell.",1,1,0,454,275,729,2075,1,"{
  ""decision"": ""SELL"",
  ""confidence"": 0.65,
  ""reason"": ""No recent trades or buyers indicate illiquidity, prompting a risk‑averse sell.""
}"
llm_base,gpt-oss-120b,8_3_0d99cc92_0d99cc92,0x6d200bb6e0d75daf29992b9ec25d61fa0d99cc92,rugpull,28,12828608,14209736,0.8,3,holding,HOLD,0.59,low reputation streak 2 has not yet reached trigger_k=3,1,2,0,454,400,854,2428,0,"{
  ""decision"": ""HOLD"",
  ""confidence"": 0.6,
  ""reason"": ""No market activity or price data,"
llm_base,gpt-oss-120b,8_3_0d99cc92_0d99cc92,0x6d200bb6e0d75daf29992b9ec25d61fa0d99cc92,rugpull,29,12828608,14259062,0.8,3,holding,SELL,0.78,No recent trades or buyers and high gas costs indicate illiquidity and risk while holding,1,3,0,454,148,602,2111,1,"{
  ""decision"": ""SELL"",
  ""confidence"": 0.78,
  ""reason"": ""No recent trades or buyers and high gas costs indicate illiquidity and risk while holding""
}"
llm_base,gpt-oss-120b,8_3_0d99cc92_0d99cc92,0x6d200bb6e0d75daf29992b9ec25d61fa0d99cc92,rugpull,27,12828608,14160410,0.9,3,holding,HOLD,0.6,"Low activity and no price data make selling unjustified, so holding is safer",1,1,0,454,340,794,2913,1,"{
  ""decision"": ""HOLD"",
  ""confidence"": 0.6,
  ""reason"": ""Low activity and no price data make selling unjustified, so holding is safer""
}"
llm_base,gpt-oss-120b,8_3_0d99cc92_0d99cc92,0x6d200bb6e0d75daf29992b9ec25d61fa0d99cc92,rugpull,28,12828608,14209736,0.9,3,holding,SELL,0.7,"Zero market activity and high gas costs suggest illiquidity, prompting a sell to limit downside",1,2,0,454,287,741,5429,1,"{
  ""decision"": ""SELL"",
  ""confidence"": 0.7,
  ""reason"": ""Zero market activity and high gas costs suggest illiquidity, prompting a sell to limit downside""
}"
llm_base,gpt-oss-120b,8_3_0d99cc92_0d99cc92,0x6d200bb6e0d75daf29992b9ec25d61fa0d99cc92,rugpull,29,12828608,14259062,0.9,3,holding,SELL,0.7,"Zero trade activity and high gas costs indicate illiquidity, prompting exit",1,3,0,454,266,720,2065,1,"{
  ""decision"": ""SELL"",
  ""confidence"": 0.7,
  ""reason"": ""Zero trade activity and high gas costs indicate illiquidity, prompting exit""
}"
llm_base,gpt-oss-120b,8_3_12239e85_12239e85,0xe356a9dcba053e6940b4afd8ce3e319212239e85,rugpull,21,12828608,13864454,0.8,3,holding,HOLD,0.59,low reputation streak 1 has not yet reached trigger_k=3,1,1,0,454,383,837,2149,1,"{""final"": {""decision"":""HOLD"",""confidence"":0.6,""reason"":""No recent price or activity, making a sell premature""}}"
llm_base,gpt-oss-120b,8_3_12239e85_12239e85,0xe356a9dcba053e6940b4afd8ce3e319212239e85,rugpull,22,12828608,13913780,0.8,3,holding,SELL,0.7,"No recent trades or liquidity and high gas costs indicate illiquid, high‑risk holding",1,2,0,454,166,620,2265,1,"{
  ""decision"": ""SELL"",
  ""confidence"": 0.7,
  ""reason"": ""No recent trades or liquidity and high gas costs indicate illiquid, high‑risk holding""
}"
llm_base,gpt-oss-120b,8_3_12239e85_12239e85,0xe356a9dcba053e6940b4afd8ce3e319212239e85,rugpull,23,12828608,13963106,0.8,3,holding,HOLD,0.68,"No trade activity or price data, making a sale uncertain; holding is safer.",1,3,0,454,338,792,2396,1,"{
  ""decision"": ""HOLD"",
  ""confidence"": 0.68,
  ""reason"": ""No trade activity or price data, making a sale uncertain; holding is safer.""
}"
llm_base,gpt-oss-120b,8_3_12239e85_12239e85,0xe356a9dcba053e6940b4afd8ce3e319212239e85,rugpull,21,12828608,13864454,0.9,3,holding,HOLD,0.7,"No trade activity or price data indicates risk, so maintain current holding",1,1,0,454,177,631,2102,1,"{
  ""decision"": ""HOLD"",
  ""confidence"": 0.7,
  ""reason"": ""No trade activity or price data indicates risk, so maintain current holding""
}"
llm_base,gpt-oss-120b,8_3_12239e85_12239e85,0xe356a9dcba053e6940b4afd8ce3e319212239e85,rugpull,22,12828608,13913780,0.9,3,holding,SELL,0.68,"No trading activity and high gas costs indicate low demand, increasing downside risk while holding",0,0,0,454,157,611,1590,1,"{
  ""decision"": ""SELL"",
  ""confidence"": 0.68,
  ""reason"": ""No trading activity and high gas costs indicate low demand, increasing downside risk while holding""
}"
llm_base,gpt-oss-120b,8_3_12239e85_12239e85,0xe356a9dcba053e6940b4afd8ce3e319212239e85,rugpull,23,12828608,13963106,0.9,3,holding,HOLD,0.6,"No price or trade data available, making a sale too aggressive",0,0,0,454,228,682,2420,1,"{
  ""decision"": ""HOLD"",
  ""confidence"": 0.6,
  ""reason"": ""No price or trade data available, making a sale too aggressive""
}"
llm_rank,gpt-oss-120b,8_3_0205c970_0205c970,0x97fe0e9f7e4bf770d57b41da3e77a8140205c970,rugpull,20,12828608,13815128,0.8,3,flat,AVOID_BUY,0.7,Low reputation and no market activity suggest high risk for buying,1,1,0,503,226,729,1797,1,"{
  ""decision"": ""AVOID_BUY"",
  ""confidence"": 0.7,
  ""reason"": ""Low reputation and no market activity suggest high risk for buying""
}"
llm_rank,gpt-oss-120b,8_3_0205c970_0205c970,0x97fe0e9f7e4bf770d57b41da3e77a8140205c970,rugpull,21,12828608,13864454,0.8,3,flat,AVOID_BUY,0.68,"No trade activity, no price data, and high gas costs suggest low liquidity and high risk",0,0,0,501,227,728,2234,1,"{
  ""decision"": ""AVOID_BUY"",
  ""confidence"": 0.68,
  ""reason"": ""No trade activity, no price data, and high gas costs suggest low liquidity and high risk""
}"
llm_rank,gpt-oss-120b,8_3_0205c970_0205c970,0x97fe0e9f7e4bf770d57b41da3e77a8140205c970,rugpull,22,12828608,13913780,0.8,3,flat,AVOID_BUY,0.72,No market activity and high gas costs indicate high risk for a new purchase,0,0,0,503,316,819,2001,1,"{
  ""decision"": ""AVOID_BUY"",
  ""confidence"": 0.72,
  ""reason"": ""No market activity and high gas costs indicate high risk for a new purchase""
}"
llm_rank,gpt-oss-120b,8_3_0205c970_0205c970,0x97fe0e9f7e4bf770d57b41da3e77a8140205c970,rugpull,20,12828608,13815128,0.9,3,flat,AVOID_BUY,0.7,No trade activity and high gas costs make buying too risky,0,0,0,503,258,761,1941,1,"{
  ""decision"": ""AVOID_BUY"",
  ""confidence"": 0.7,
  ""reason"": ""No trade activity and high gas costs make buying too risky""
}"
llm_rank,gpt-oss-120b,8_3_0205c970_0205c970,0x97fe0e9f7e4bf770d57b41da3e77a8140205c970,rugpull,21,12828608,13864454,0.9,3,flat,AVOID_BUY,0.7,No market activity and high gas costs suggest high risk for buying,0,0,0,501,234,735,1798,1,"{
  ""decision"": ""AVOID_BUY"",
  ""confidence"": 0.7,
  ""reason"": ""No market activity and high gas costs suggest high risk for buying""
}"
llm_rank,gpt-oss-120b,8_3_0205c970_0205c970,0x97fe0e9f7e4bf770d57b41da3e77a8140205c970,rugpull,22,12828608,13913780,0.9,3,flat,AVOID_BUY,0.72,No market activity and high gas costs indicate high risk for a new purchase,0,0,0,503,316,819,2514,1,"{
  ""decision"": ""AVOID_BUY"",
  ""confidence"": 0.72,
  ""reason"": ""No market activity and high gas costs indicate high risk for a new purchase""
}"
llm_rank,gpt-oss-120b,8_3_0b7e393f_0b7e393f,0x4923017f3b7fac4e096b46e401c0662f0b7e393f,rugpull,1,12828608,12877934,0.8,3,flat,AVOID_BUY,0.85,low reputation and zero market activity indicate high risk,1,1,0,497,271,768,2004,1,"{
  ""decision"": ""AVOID_BUY"",
  ""confidence"": 0.85,
  ""reason"": ""low reputation and zero market activity indicate high risk""
}"
llm_rank,gpt-oss-120b,8_3_0b7e393f_0b7e393f,0x4923017f3b7fac4e096b46e401c0662f0b7e393f,rugpull,2,12828608,12927260,0.8,3,flat,AVOID_BUY,0.85,low reputation and zero market activity indicate high risk,1,2,0,500,222,722,1803,1,"{
  ""decision"": ""AVOID_BUY"",
  ""confidence"": 0.85,
  ""reason"": ""low reputation and zero market activity indicate high risk""
}"
llm_rank,gpt-oss-120b,8_3_0b7e393f_0b7e393f,0x4923017f3b7fac4e096b46e401c0662f0b7e393f,rugpull,3,12828608,12976586,0.8,3,flat,AVOID_BUY,0.86,low reputation and no market activity indicate high risk,1,3,0,500,196,696,1802,1,"{
  ""decision"": ""AVOID_BUY"",
  ""confidence"": 0.86,
  ""reason"": ""low reputation and no market activity indicate high risk""
}"
llm_rank,gpt-oss-120b,8_3_0b7e393f_0b7e393f,0x4923017f3b7fac4e096b46e401c0662f0b7e393f,rugpull,1,12828608,12877934,0.9,3,flat,AVOID_BUY,0.85,low reputation and no market activity indicate high risk,1,1,0,497,236,733,1775,1,"{
  ""decision"": ""AVOID_BUY"",
  ""confidence"": 0.85,
  ""reason"": ""low reputation and no market activity indicate high risk""
}"
llm_rank,gpt-oss-120b,8_3_0b7e393f_0b7e393f,0x4923017f3b7fac4e096b46e401c0662f0b7e393f,rugpull,2,12828608,12927260,0.9,3,flat,AVOID_BUY,0.92,low reputation and zero market activity indicate high risk,1,2,0,500,222,722,1987,1,"{
  ""decision"": ""AVOID_BUY"",
  ""confidence"": 0.92,
  ""reason"": ""low reputation and zero market activity indicate high risk""
}"
llm_rank,gpt-oss-120b,8_3_0b7e393f_0b7e393f,0x4923017f3b7fac4e096b46e401c0662f0b7e393f,rugpull,3,12828608,12976586,0.9,3,flat,AVOID_BUY,0.92,Low reputation and no market activity indicate high risk for buying,1,3,0,500,236,736,4220,1,"{
  ""decision"": ""AVOID_BUY"",
  ""confidence"": 0.92,
  ""reason"": ""Low reputation and no market activity indicate high risk for buying""
}"
llm_rank,gpt-oss-120b,8_3_0c5597e5_0c5597e5,0xafb5747a00b2710051bcb8cf83e03b4e0c5597e5,rugpull,21,12828608,13864454,0.8,3,flat,AVOID_BUY,0.85,Low reputation and zero market activity indicate high risk,1,1,0,497,216,713,1678,1,"{
  ""decision"": ""AVOID_BUY"",
  ""confidence"": 0.85,
  ""reason"": ""Low reputation and zero market activity indicate high risk""
}"
llm_rank,gpt-oss-120b,8_3_0c5597e5_0c5597e5,0xafb5747a00b2710051bcb8cf83e03b4e0c5597e5,rugpull,22,12828608,13913780,0.8,3,flat,AVOID_BUY,0.85,low reputation and zero market activity indicate high risk,1,2,0,497,209,706,1585,1,"{
  ""decision"": ""AVOID_BUY"",
  ""confidence"": 0.85,
  ""reason"": ""low reputation and zero market activity indicate high risk""
}"
llm_rank,gpt-oss-120b,8_3_0c5597e5_0c5597e5,0xafb5747a00b2710051bcb8cf83e03b4e0c5597e5,rugpull,23,12828608,13963106,0.8,3,flat,AVOID_BUY,0.85,low reputation and no market activity indicate high risk,1,3,0,497,195,692,1740,1,"{
  ""decision"": ""AVOID_BUY"",
  ""confidence"": 0.85,
  ""reason"": ""low reputation and no market activity indicate high risk""
}"
llm_rank,gpt-oss-120b,8_3_0c5597e5_0c5597e5,0xafb5747a00b2710051bcb8cf83e03b4e0c5597e5,rugpull,21,12828608,13864454,0.9,3,flat,AVOID_BUY,0.59,reputation stayed below the buy safety threshold for 1 consecutive windows and no position is open,1,1,0,497,211,708,1840,1,"{""final"": {""decision"":""AVOID_BUY"",""confidence"":0.85,""reason"":""low reputation and zero market activity indicate high risk""}}"
llm_rank,gpt-oss-120b,8_3_0c5597e5_0c5597e5,0xafb5747a00b2710051bcb8cf83e03b4e0c5597e5,rugpull,22,12828608,13913780,0.9,3,flat,AVOID_BUY,0.85,Low reputation and zero market activity make buying too risky,1,2,0,497,176,673,2025,1,"{
  ""decision"": ""AVOID_BUY"",
  ""confidence"": 0.85,
  ""reason"": ""Low reputation and zero market activity make buying too risky""
}"
llm_rank,gpt-oss-120b,8_3_0c5597e5_0c5597e5,0xafb5747a00b2710051bcb8cf83e03b4e0c5597e5,rugpull,23,12828608,13963106,0.9,3,flat,AVOID_BUY,0.86,low reputation and no market activity indicate high risk,1,3,0,497,195,692,1801,1,"{
  ""decision"": ""AVOID_BUY"",
  ""confidence"": 0.86,
  ""reason"": ""low reputation and no market activity indicate high risk""
}"
llm_rank,gpt-oss-120b,8_3_0d99cc92_0d99cc92,0x6d200bb6e0d75daf29992b9ec25d61fa0d99cc92,rugpull,27,12828608,14160410,0.8,3,flat,AVOID_BUY,0.85,low reputation and no market activity indicate high risk,1,1,0,503,217,720,1886,1,"{
  ""decision"": ""AVOID_BUY"",
  ""confidence"": 0.85,
  ""reason"": ""low reputation and no market activity indicate high risk""
}"
llm_rank,gpt-oss-120b,8_3_0d99cc92_0d99cc92,0x6d200bb6e0d75daf29992b9ec25d61fa0d99cc92,rugpull,28,12828608,14209736,0.8,3,flat,AVOID_BUY,0.78,Low reputation and zero market activity make buying too risky,1,2,0,503,267,770,1976,1,"{
  ""decision"": ""AVOID_BUY"",
  ""confidence"": 0.78,
  ""reason"": ""Low reputation and zero market activity make buying too risky""
}"
llm_rank,gpt-oss-120b,8_3_0d99cc92_0d99cc92,0x6d200bb6e0d75daf29992b9ec25d61fa0d99cc92,rugpull,29,12828608,14259062,0.8,3,flat,AVOID_BUY,0.92,low reputation and no market activity indicate high risk,1,3,0,503,223,726,1885,1,"{
  ""decision"": ""AVOID_BUY"",
  ""confidence"": 0.92,
  ""reason"": ""low reputation and no market activity indicate high risk""
}"
llm_rank,gpt-oss-120b,8_3_0d99cc92_0d99cc92,0x6d200bb6e0d75daf29992b9ec25d61fa0d99cc92,rugpull,27,12828608,14160410,0.9,3,flat,AVOID_BUY,0.85,low reputation and no market activity indicate high risk,1,1,0,503,213,716,1771,1,"{
  ""decision"": ""AVOID_BUY"",
  ""confidence"": 0.85,
  ""reason"": ""low reputation and no market activity indicate high risk""
}"
llm_rank,gpt-oss-120b,8_3_0d99cc92_0d99cc92,0x6d200bb6e0d75daf29992b9ec25d61fa0d99cc92,rugpull,28,12828608,14209736,0.9,3,flat,AVOID_BUY,0.85,Low reputation and zero market activity make buying too risky,1,2,0,503,275,778,2430,1,"{
  ""decision"": ""AVOID_BUY"",
  ""confidence"": 0.85,
  ""reason"": ""Low reputation and zero market activity make buying too risky""
}"
llm_rank,gpt-oss-120b,8_3_0d99cc92_0d99cc92,0x6d200bb6e0d75daf29992b9ec25d61fa0d99cc92,rugpull,29,12828608,14259062,0.9,3,flat,AVOID_BUY,0.78,Low reputation and no market activity suggest high risk for buying,1,3,0,503,222,725,1683,1,"{
  ""decision"": ""AVOID_BUY"",
  ""confidence"": 0.78,
  ""reason"": ""Low reputation and no market activity suggest high risk for buying""
}"
llm_rank,gpt-oss-120b,8_3_12239e85_12239e85,0xe356a9dcba053e6940b4afd8ce3e319212239e85,rugpull,21,12828608,13864454,0.8,3,flat,AVOID_BUY,0.75,Low reputation and no market activity suggest high risk for a new purchase,1,1,0,503,220,723,2172,1,"{
  ""decision"": ""AVOID_BUY"",
  ""confidence"": 0.75,
  ""reason"": ""Low reputation and no market activity suggest high risk for a new purchase""
}"
llm_rank,gpt-oss-120b,8_3_12239e85_12239e85,0xe356a9dcba053e6940b4afd8ce3e319212239e85,rugpull,22,12828608,13913780,0.8,3,flat,AVOID_BUY,0.71,low reputation and no market activity suggest high risk,1,2,0,503,226,729,1798,1,"{
  ""decision"": ""AVOID_BUY"",
  ""confidence"": 0.71,
  ""reason"": ""low reputation and no market activity suggest high risk""
}"
llm_rank,gpt-oss-120b,8_3_12239e85_12239e85,0xe356a9dcba053e6940b4afd8ce3e319212239e85,rugpull,23,12828608,13963106,0.8,3,flat,AVOID_BUY,0.85,low reputation and zero market activity indicate high risk,1,3,0,503,230,733,1552,1,"{
  ""decision"": ""AVOID_BUY"",
  ""confidence"": 0.85,
  ""reason"": ""low reputation and zero market activity indicate high risk""
}"
llm_rank,gpt-oss-120b,8_3_12239e85_12239e85,0xe356a9dcba053e6940b4afd8ce3e319212239e85,rugpull,21,12828608,13864454,0.9,3,flat,AVOID_BUY,0.78,Flat position with no market activity and low reputation signals high risk,1,1,0,503,205,708,2024,1,"{
  ""decision"": ""AVOID_BUY"",
  ""confidence"": 0.78,
  ""reason"": ""Flat position with no market activity and low reputation signals high risk""
}"
llm_rank,gpt-oss-120b,8_3_12239e85_12239e85,0xe356a9dcba053e6940b4afd8ce3e319212239e85,rugpull,22,12828608,13913780,0.9,3,flat,AVOID_BUY,0.6,No market activity or price data and flat position suggest high uncertainty,0,0,0,503,246,749,2242,1,"{
  ""decision"": ""AVOID_BUY"",
  ""confidence"": 0.6,
  ""reason"": ""No market activity or price data and flat position suggest high uncertainty""
}"
llm_rank,gpt-oss-120b,8_3_12239e85_12239e85,0xe356a9dcba053e6940b4afd8ce3e319212239e85,rugpull,23,12828608,13963106,0.9,3,flat,AVOID_BUY,0.71,"No trade activity, no price data, and high gas cost suggest high risk for buying",0,0,0,503,265,768,2007,1,"{
  ""decision"": ""AVOID_BUY"",
  ""confidence"": 0.71,
  ""reason"": ""No trade activity, no price data, and high gas cost suggest high risk for buying""
}"
llm_rank,gpt-oss-120b,8_3_0205c970_0205c970,0x97fe0e9f7e4bf770d57b41da3e77a8140205c970,rugpull,20,12828608,13815128,0.8,3,holding,SELL,0.7,Low reputation and zero liquidity indicate high downside risk while holding,1,1,0,503,278,781,4014,1,"{
  ""decision"": ""SELL"",
  ""confidence"": 0.7,
  ""reason"": ""Low reputation and zero liquidity indicate high downside risk while holding""
}"
llm_rank,gpt-oss-120b,8_3_0205c970_0205c970,0x97fe0e9f7e4bf770d57b41da3e77a8140205c970,rugpull,21,12828608,13864454,0.8,3,holding,HOLD,0.6,"No price or trade data to indicate risk, so maintain current holding",0,0,0,501,247,748,2275,1,"{
  ""decision"": ""HOLD"",
  ""confidence"": 0.6,
  ""reason"": ""No price or trade data to indicate risk, so maintain current holding""
}"
