decision_mode,sample_group,sample_idx,contract_id,snapshot_idx,rep_rank_pct,low_rep_streak,decision,risk_label,market_view,reputation_view,reason,prompt_tokens,completion_tokens,total_tokens,latency_ms,parse_success,model_name
llm_base,top_trust,93,CloneX,37,0.0192307692307692,0,ALLOW_BUY,NO_RISK,positive,neutral,"Strong, high-activity trading with only a modest price dip supports market stability, and there is no reputation evidence indicating additional risk.",728,75,803,1583,1,gpt-5.4-nano
llm_base,top_trust,94,Milady,96,0.0106382978723404,0,ALLOW_BUY,NO_RISK,positive,neutral,"Trading activity and prices look healthy with no minting and no provided reputation red flags, indicating no meaningful immediate risk.",728,72,800,1139,1,gpt-5.4-nano
llm_base,top_trust,95,CloneX,57,0.0133333333333333,0,ALLOW_BUY,NO_RISK,positive,neutral,Strong recent trading activity with slight price/trade momentum and no provided reputation negatives indicates low meaningful risk.,728,69,797,1057,1,gpt-5.4-nano
llm_base,top_trust,96,CloneX,48,0.0163934426229508,0,ALLOW_BUY,NO_RISK,positive,neutral,"Strong, active trading in the window with substantial buyers and value suggests healthy liquidity, while no reputation evidence is provided.",728,72,800,1164,1,gpt-5.4-nano
llm_base,top_trust,97,Milady,110,0.0105263157894736,0,ALLOW_BUY,NO_RISK,positive,neutral,"Market activity is strong with high trades and buyers and only a mild price decline, and there is no provided negative reputation signal.",727,74,801,1206,1,gpt-5.4-nano
llm_base,top_trust,98,CloneX,109,0.0210526315789473,0,ALLOW_BUY,NO_RISK,positive,neutral,"High recent trading activity with many unique buyers and mostly stable collection scale indicates low immediate market risk, while no reputation evidence was provided.",725,75,800,1172,1,gpt-5.4-nano
llm_base,top_trust,99,CloneX,67,0.0125,0,ALLOW_BUY,NO_RISK,positive,neutral,"Strong market activity with many trades and buyers and only a slight price dip, with no reputation risk signals provided.",728,71,799,1175,1,gpt-5.4-nano
llm_base_rank,malicious_pre_report,0,8_3_155ecac8_155ecac8,119,0.3789473684210526,0,ALLOW_BUY,NO_RISK,neutral,neutral,"No trading activity in the current window (neutral market signal) and reputation credibility is mid-range with no low-reputation streak, so there is no meaningful combined risk signal.",851,83,934,1186,1,gpt-5.4-nano
llm_base_rank,malicious_pre_report,1,8_3_c5371723_c5371723,113,0.5052631578947369,0,ALLOW_BUY,NO_RISK,neutral,neutral,"No market activity in the window (neutral) and the reputation credibility is only mid-range with no persistent low-reputation streak (neutral), so there is no meaningful risk signal.",848,84,932,1251,1,gpt-5.4-nano
llm_base_rank,malicious_pre_report,2,8_3_74547805_74547805,34,0.7708333333333334,0,ALLOW_BUY,NO_RISK,neutral,neutral,"No market activity in the window (neutral), and reputation credibility is low-middling but not supported by a persistent low-reputation streak.",851,77,928,1436,1,gpt-5.4-nano
llm_base_rank,malicious_pre_report,3,8_3_4362e588_4362e588,42,0.4736842105263157,0,ALLOW_BUY,NO_RISK,neutral,negative,"No on-window trading activity indicates neutral/insufficient market risk, and reputation credibility is only mid-range (not persistent low), so overall risk is not clearly high.",851,82,933,1237,1,gpt-5.4-nano
llm_base_rank,malicious_pre_report,4,8_3_162d44f0_162d44f0,52,0.484375,0,ALLOW_BUY,NO_RISK,neutral,neutral,"With no recent trading activity (market neutral) and only mid-level trust credibility with no low-reputation streak (reputation neutral), there is no meaningful risk signal.",851,82,933,2335,1,gpt-5.4-nano
llm_base_rank,malicious_pre_report,5,8_3_c8fd581c_c8fd581c,111,0.936842105263158,91,AVOID_BUY,RISK,neutral,negative,"No market activity in the window is neutral, but very poor and persistent long-term reputation credibility (6th percentile and 91-window low-reputation streak) indicates meaningful risk.",848,83,931,1269,1,gpt-5.4-nano
llm_base_rank,malicious_pre_report,6,8_3_155ecac8_155ecac8,119,0.3789473684210526,0,ALLOW_BUY,NO_RISK,neutral,neutral,"No recent trading activity indicates neutral market risk, and the reputation credibility is mid-range with no low-reputation streak.",851,72,923,1163,1,gpt-5.4-nano
llm_base_rank,malicious_pre_report,7,8_3_fbbeee19_fbbeee19,111,0.631578947368421,0,ALLOW_BUY,NO_RISK,neutral,neutral,"No market activity in the window is observed and reputation credibility is not in a consistently low, persistent streak.",848,70,918,1136,1,gpt-5.4-nano
llm_base_rank,malicious_pre_report,8,8_3_c1e13c80_c1e13c80,112,0.2947368421052631,0,ALLOW_BUY,NO_RISK,neutral,neutral,"No trading activity provides no market risk signal, and the reputation credibility is neutral with no low-reputation streak.",848,71,919,1177,1,gpt-5.4-nano
llm_base_rank,malicious_pre_report,9,8_3_cff377d0_cff377d0,45,0.9482758620689656,20,AVOID_BUY,RISK,neutral,negative,"No recent market activity is observed while the entity shows persistent very low credibility (5/100 with a long low-reputation streak), indicating meaningful risk.",848,78,926,1233,1,gpt-5.4-nano
llm_base_rank,malicious_pre_report,10,8_3_4362e588_4362e588,42,0.4736842105263157,0,ALLOW_BUY,NO_RISK,neutral,neutral,No on-window trading activity (neutral market) and mid-level reputation credibility without any low-reputation streak (neutral reputation) suggest no meaningful immediate risk.,851,79,930,1184,1,gpt-5.4-nano
llm_base_rank,malicious_pre_report,11,8_3_4362e588_4362e588,42,0.4736842105263157,0,ALLOW_BUY,NO_RISK,neutral,neutral,No on-window trading activity (neutral market) and mid-level reputation credibility without any low-reputation streak (neutral reputation) suggest no meaningful immediate risk.,851,79,930,1212,1,gpt-5.4-nano
llm_base_rank,malicious_pre_report,12,8_3_e6d00e3b_e6d00e3b,42,0.6842105263157895,0,AVOID_BUY,RISK,neutral,negative,"No market activity in the window (neutral), while the entity’s long-term credibility is relatively weak (32/100), making the overall setup meaningfully higher risk.",851,81,932,1215,1,gpt-5.4-nano
llm_base_rank,malicious_pre_report,13,8_3_c8fd581c_c8fd581c,111,0.936842105263158,91,AVOID_BUY,RISK,neutral,negative,"No market activity is present while long-term credibility is very low with a persistent low-reputation streak, increasing delisting/freeze/sellability risk.",848,78,926,1192,1,gpt-5.4-nano
llm_base_rank,malicious_pre_report,14,8_3_0d99cc92_0d99cc92,71,0.6829268292682927,0,AVOID_BUY,RISK,neutral,negative,"No market activity in the window (neutral), while the entity’s credibility is below mid-range (reputation negative), creating meaningful delisting/freeze/unsellability risk.",851,83,934,1200,1,gpt-5.4-nano
llm_base_rank,malicious_pre_report,15,8_3_162d44f0_162d44f0,52,0.484375,0,ALLOW_BUY,NO_RISK,neutral,neutral,"No contract-window trading activity provides no market risk signal, and reputation credibility is mid-range with no low-reputation streak.",851,73,924,1196,1,gpt-5.4-nano
llm_base_rank,malicious_pre_report,16,8_3_e6d00e3b_e6d00e3b,42,0.6842105263157895,0,AVOID_BUY,RISK,neutral,negative,"No market activity in the window while the entity has sub-median long-term credibility (32nd percentile), indicating elevated risk to avoid.",851,75,926,1475,1,gpt-5.4-nano
llm_base_rank,malicious_pre_report,17,8_3_0c5597e5_0c5597e5,112,0.8736842105263158,31,AVOID_BUY,RISK,neutral,negative,"No recent market activity is observed while the entity shows persistently low long-term credibility (low-reputation streak), indicating meaningful risk of an unsellable or problematic NFT.",848,82,930,1206,1,gpt-5.4-nano
llm_base_rank,malicious_pre_report,18,8_3_cc2d4dae_cc2d4dae,111,0.4526315789473684,0,ALLOW_BUY,NO_RISK,neutral,neutral,"No on-window trading activity suggests neutral short-term risk, and the credibility percentile (55/100) with zero low-reputation streak does not indicate a clearly elevated long-term risk.",848,85,933,1352,1,gpt-5.4-nano
llm_base_rank,malicious_pre_report,19,8_3_c8fd581c_c8fd581c,111,0.936842105263158,91,AVOID_BUY,RISK,neutral,negative,No market activity in the window combined with very poor and persistent long-term credibility (6/100 and a 91-window low-reputation streak) indicates meaningful risk.,848,81,929,1169,1,gpt-5.4-nano
llm_base_rank,malicious_pre_report,20,8_3_0b7e393f_0b7e393f,46,0.5,0,ALLOW_BUY,NO_RISK,neutral,neutral,"No trading activity in the window and only mid-level (50/100) credibility with no low-reputation streak, so there is no clear risk signal.",851,80,931,1228,1,gpt-5.4-nano
llm_base_rank,malicious_pre_report,21,8_3_e6d00e3b_e6d00e3b,42,0.6842105263157895,0,AVOID_BUY,RISK,neutral,negative,"No recent market activity suggests no supporting demand, and the entity’s below-average credibility percentile (32/100) flags longer-term risk.",851,75,926,1246,1,gpt-5.4-nano
llm_base_rank,malicious_pre_report,22,8_3_48bcdb6f_48bcdb6f,34,0.9166666666666666,1,AVOID_BUY,RISK,neutral,negative,"No on-window market activity is observed while the entity has very low credibility (8th percentile), indicating elevated long-term risk.",851,73,924,1208,1,gpt-5.4-nano
llm_base_rank,malicious_pre_report,23,8_3_131e924a_131e924a,58,0.96,18,AVOID_BUY,RISK,neutral,negative,No recent market activity is observed while long-term credibility is persistently poor (bottom percentile and an 18-window low-reputation streak).,851,76,927,1124,1,gpt-5.4-nano
llm_base_rank,malicious_pre_report,24,8_3_0b7e393f_0b7e393f,46,0.5,0,ALLOW_BUY,NO_RISK,neutral,neutral,No market activity in the window (neutral) and no persistent low-reputation streak with mid credibility (neutral) indicates no clear meaningful risk signal.,851,78,929,1188,1,gpt-5.4-nano
llm_base_rank,malicious_pre_report,25,8_3_c8fd581c_c8fd581c,111,0.936842105263158,91,AVOID_BUY,RISK,neutral,negative,No recent market activity but very poor and persistent reputation credibility (6/100 and 91-window low streak) suggests elevated long-term risk.,848,76,924,1242,1,gpt-5.4-nano
llm_base_rank,malicious_pre_report,26,8_3_0205c970_0205c970,42,0.6666666666666666,0,ALLOW_BUY,NO_RISK,neutral,neutral,"With no trading activity in the window, market signals are neutral, and the reputation credibility is mid-range with no low-reputation streak.",848,76,924,1202,1,gpt-5.4-nano
llm_base_rank,malicious_pre_report,27,8_3_48bcdb6f_48bcdb6f,34,0.9166666666666666,1,AVOID_BUY,RISK,neutral,negative,No market activity in the current window (neutral) combined with very low long-term trust credibility (8/100) creates a meaningful delisting/freeze/troubles risk.,851,82,933,1181,1,gpt-5.4-nano
llm_base_rank,malicious_pre_report,28,8_3_fbbeee19_fbbeee19,111,0.631578947368421,0,AVOID_BUY,RISK,neutral,negative,"No market activity in the window while the entity’s credibility is below mid-range (37th percentile), indicating elevated long-term risk without offsetting market signals.",848,79,927,1167,1,gpt-5.4-nano
llm_base_rank,malicious_pre_report,29,8_3_cc2d4dae_cc2d4dae,111,0.4526315789473684,0,ALLOW_BUY,NO_RISK,neutral,neutral,"No market activity in the current window suggests neutral short-term conditions, while the reputation credibility is middling with no low-reputation streak.",848,76,924,1131,1,gpt-5.4-nano
llm_base_rank,malicious_pre_report,30,8_3_48bcdb6f_48bcdb6f,34,0.9166666666666666,1,AVOID_BUY,RISK,neutral,negative,No market activity in the window (neutral) combined with very low long-term credibility (8th percentile) creates meaningful risk.,851,73,924,1375,1,gpt-5.4-nano
llm_base_rank,malicious_pre_report,31,8_3_f9da1642_f9da1642,35,0.52,0,ALLOW_BUY,NO_RISK,neutral,neutral,No trade activity in the current window (neutral market signal) and reputation credibility is mid-range with no low-credibility streak (neutral reputation signal).,851,80,931,1270,1,gpt-5.4-nano
llm_base_rank,malicious_pre_report,32,8_3_88efddb0_88efddb0,111,0.7052631578947368,0,AVOID_BUY,RISK,neutral,negative,"No market activity in the window is neutral, but the entity has low long-term credibility (29/100) which raises delisting/freeze/unsellable risk.",848,82,930,1190,1,gpt-5.4-nano
llm_base_rank,malicious_pre_report,33,8_3_fc7440a4_fc7440a4,111,0.4210526315789473,0,ALLOW_BUY,NO_RISK,neutral,neutral,"No market activity is observed (neutral) and credibility is mid-range with no low-reputation streak (neutral), so there is no meaningful risk signal.",848,79,927,1519,1,gpt-5.4-nano
llm_base_rank,malicious_pre_report,34,8_3_fc7440a4_fc7440a4,111,0.4210526315789473,0,AVOID_BUY,RISK,neutral,negative,"No market activity in the window is neutral, but the entity has below-mid long-term credibility (58/100) creating meaningful reputational risk.",848,77,925,1163,1,gpt-5.4-nano
llm_base_rank,malicious_pre_report,35,8_3_288462f5_288462f5,113,0.6105263157894737,0,ALLOW_BUY,NO_RISK,neutral,neutral,"No trading activity in the window suggests neutral market conditions, and the reputation credibility signal is not in a clearly low/persistent range.",848,75,923,1226,1,gpt-5.4-nano
llm_base_rank,malicious_pre_report,36,8_3_85cfd3cf_85cfd3cf,42,0.7192982456140351,0,AVOID_BUY,RISK,neutral,negative,"No recent market activity (neutral) while long-term trust credibility is relatively low (negative), making the collection riskier despite weak short-term signals.",848,77,925,1205,1,gpt-5.4-nano
llm_base_rank,malicious_pre_report,37,8_3_74547805_74547805,34,0.7708333333333334,0,AVOID_BUY,RISK,neutral,negative,"No trading activity in the window (neutral market) while the entity’s credibility is below mid-range (negative reputation), increasing the chance of low-quality or unstable collection behavior.",851,82,933,1200,1,gpt-5.4-nano
llm_base_rank,malicious_pre_report,38,8_3_74547805_74547805,34,0.7708333333333334,0,AVOID_BUY,RISK,neutral,negative,"There are no market trades or activity in the window (neutral), while the entity’s long-term credibility is relatively low (23/100), making the overall setup riskier for a new buy.",851,87,938,1200,1,gpt-5.4-nano
llm_base_rank,malicious_pre_report,39,8_3_c1e13c80_c1e13c80,112,0.2947368421052631,0,ALLOW_BUY,NO_RISK,neutral,neutral,No trading activity in the window (neutral market) and the reputation credibility is relatively middling with no low-reputation streak (neutral reputation).,848,78,926,1187,1,gpt-5.4-nano
llm_base_rank,malicious_pre_report,40,8_3_48bcdb6f_48bcdb6f,34,0.9166666666666666,1,AVOID_BUY,RISK,neutral,negative,"No market activity in the window, combined with very low credibility (8/100) creates meaningful delisting/freeze/unreliability risk despite the lack of trading evidence.",851,83,934,1135,1,gpt-5.4-nano
llm_base_rank,malicious_pre_report,41,8_3_cff377d0_cff377d0,45,0.9482758620689656,20,AVOID_BUY,RISK,neutral,negative,"No on-window trading activity (neutral market) combined with very low, persistent credibility (5/100 and 20-window streak) indicates meaningful risk.",848,78,926,1730,1,gpt-5.4-nano
llm_base_rank,malicious_pre_report,42,8_3_c5371723_c5371723,113,0.5052631578947369,0,ALLOW_BUY,NO_RISK,neutral,neutral,"No on-window market activity is observed and reputation credibility is roughly mid-range with no low-reputation streak, so there is no meaningful risk signal.",848,78,926,1190,1,gpt-5.4-nano
llm_base_rank,malicious_pre_report,43,8_3_f9da1642_f9da1642,35,0.52,0,ALLOW_BUY,NO_RISK,neutral,neutral,No trading activity in the window (neutral market signal) and the entity credibility is mid-range with no low-reputation streak (neutral reputation signal).,851,79,930,1149,1,gpt-5.4-nano
llm_base_rank,malicious_pre_report,44,8_3_0c5597e5_0c5597e5,112,0.8736842105263158,31,AVOID_BUY,RISK,neutral,negative,No market activity in the window (neutral) combined with persistently very low reputation credibility (13/100) and a long low-reputation streak suggests meaningful risk of an unsellable or problematic collection.,848,89,937,1270,1,gpt-5.4-nano
llm_base_rank,malicious_pre_report,45,8_3_12239e85_12239e85,111,0.6842105263157895,0,ALLOW_BUY,NO_RISK,neutral,neutral,"No activity in the current market window yields neutral short-term signals, and the reputation credibility is not persistently low (streak 0), so there is no meaningful risk signal.",848,85,933,1220,1,gpt-5.4-nano
llm_base_rank,malicious_pre_report,46,8_3_c1e13c80_c1e13c80,112,0.2947368421052631,0,AVOID_BUY,RISK,neutral,negative,"No market activity in the window (neutral), while the entity’s long-term credibility is notably weak (71/100), creating meaningful risk.",848,76,924,1466,1,gpt-5.4-nano
llm_base_rank,malicious_pre_report,47,8_3_155ecac8_155ecac8,119,0.3789473684210526,0,ALLOW_BUY,NO_RISK,neutral,neutral,"No trading/mint activity in the window (neutral market) and credibility is mid-range with no low-reputation streak, so there is no clear risk signal.",851,81,932,1222,1,gpt-5.4-nano
llm_base_rank,malicious_pre_report,48,8_3_c8fd581c_c8fd581c,111,0.936842105263158,91,AVOID_BUY,RISK,neutral,negative,"No market activity is observed while the entity shows persistently very low credibility (6/100) with a long low-reputation streak (91 windows), indicating elevated risk.",848,82,930,1190,1,gpt-5.4-nano
llm_base_rank,malicious_pre_report,49,8_3_17e89a30_17e89a30,111,0.8,2,AVOID_BUY,RISK,neutral,negative,"No market activity in the window is neutral, while poor long-term credibility (low percentile and a low-reputation streak) is a meaningful risk signal.",848,78,926,1341,1,gpt-5.4-nano
llm_base_rank,malicious_pre_report,50,8_3_155ecac8_155ecac8,119,0.3789473684210526,0,ALLOW_BUY,NO_RISK,neutral,neutral,"No on-window trading activity suggests neutral short-term market risk, and the reputation credibility is mid-range with no persistent low-reputation streak.",851,76,927,1174,1,gpt-5.4-nano
llm_base_rank,malicious_pre_report,51,8_3_bba73676_bba73676,111,0.8526315789473684,41,AVOID_BUY,RISK,neutral,negative,No recent market activity but very poor and persistent reputation credibility (15th percentile and 41-window low-reputation streak) increases delisting/freeze/sellability risk.,848,82,930,1223,1,gpt-5.4-nano
llm_base_rank,malicious_pre_report,52,8_3_0d99cc92_0d99cc92,71,0.6829268292682927,0,ALLOW_BUY,NO_RISK,neutral,neutral,No trading activity in the window (market neutral) and only moderately low credibility with no low-reputation streak (reputation not clearly negative).,851,78,929,1297,1,gpt-5.4-nano
llm_base_rank,malicious_pre_report,53,8_3_f9da1642_f9da1642,35,0.52,0,ALLOW_BUY,NO_RISK,neutral,neutral,No trading activity in the current window (neutral market) and the entity credibility is mid-range with no low-reputation streak (neutral reputation).,851,78,929,1309,1,gpt-5.4-nano
llm_base_rank,malicious_pre_report,54,8_3_6249c06e_6249c06e,42,0.7719298245614035,0,AVOID_BUY,RISK,neutral,negative,"No market activity in the window, and the entity has below-mid long-term credibility (23/100), increasing delisting/freeze/sellability risk.",848,79,927,1367,1,gpt-5.4-nano
llm_base_rank,malicious_pre_report,55,8_3_bba73676_bba73676,111,0.8526315789473684,41,AVOID_BUY,RISK,neutral,negative,"No market activity in the current window while credibility is persistently poor (low-reputation streak), indicating meaningful risk despite lack of short-term negatives.",848,77,925,1134,1,gpt-5.4-nano
llm_base_rank,malicious_pre_report,56,8_3_fbbeee19_fbbeee19,111,0.631578947368421,0,AVOID_BUY,RISK,neutral,negative,"No market activity in the window while the entity’s long-term credibility is below midline (37th percentile), indicating elevated risk.",848,74,922,1159,1,gpt-5.4-nano
llm_base_rank,malicious_pre_report,57,8_3_17e89a30_17e89a30,111,0.8,2,AVOID_BUY,RISK,neutral,negative,No recent market activity (neutral) combined with poor long-term credibility and a persistent low-reputation streak (negative) increases delisting/freeze/unsellable risk.,848,82,930,2043,1,gpt-5.4-nano
llm_base_rank,malicious_pre_report,58,8_3_fbbeee19_fbbeee19,111,0.631578947368421,0,AVOID_BUY,RISK,neutral,negative,"No market activity is present while the entity’s long-term credibility is below average, indicating elevated risk despite lack of short-term signals.",848,74,922,1168,1,gpt-5.4-nano
llm_base_rank,malicious_pre_report,59,8_3_c8fd581c_c8fd581c,111,0.936842105263158,91,AVOID_BUY,RISK,neutral,negative,No on-window trading activity (neutral market) combined with very low long-run credibility (6th percentile) and a 91-window low-reputation streak indicates meaningful risk.,848,82,930,1205,1,gpt-5.4-nano
llm_base_rank,malicious_pre_report,60,8_3_0b7e393f_0b7e393f,46,0.5,0,ALLOW_BUY,NO_RISK,neutral,neutral,No contract-window trading activity is observed (neutral market) and the reputation credibility is mid-range with no low-reputation streak.,851,74,925,1177,1,gpt-5.4-nano
llm_base_rank,malicious_pre_report,61,8_3_c5371723_c5371723,113,0.5052631578947369,0,ALLOW_BUY,NO_RISK,neutral,neutral,"No trading activity in the window (neutral market evidence) and reputation credibility is near-median with no low-reputation streak, so there is no meaningful risk signal.",848,82,930,1207,1,gpt-5.4-nano
llm_base_rank,malicious_pre_report,62,8_3_74547805_74547805,34,0.7708333333333334,0,AVOID_BUY,RISK,neutral,negative,"No recent market activity is present while the entity shows below-mid long-term credibility, creating meaningful risk of an ultimately unsellable or problematic collection.",851,77,928,1160,1,gpt-5.4-nano
llm_base_rank,malicious_pre_report,63,8_3_155ecac8_155ecac8,119,0.3789473684210526,0,ALLOW_BUY,NO_RISK,neutral,neutral,"No contract-window trading activity is observed (neutral market), and the reputation credibility is moderate without a low-reputation streak (not a clear negative).",851,79,930,1247,1,gpt-5.4-nano
llm_base_rank,malicious_pre_report,64,8_3_48bcdb6f_48bcdb6f,34,0.9166666666666666,1,AVOID_BUY,RISK,neutral,negative,"No meaningful recent market activity is observed while the entity shows very low long-term trust credibility, increasing delisting/unsellable risk.",851,75,926,1188,1,gpt-5.4-nano
llm_base_rank,malicious_pre_report,65,8_3_162d44f0_162d44f0,52,0.484375,0,ALLOW_BUY,NO_RISK,neutral,neutral,"No recent market activity indicates neutral conditions, and reputation credibility is mid-range with no persistent low-reputation streak.",851,71,922,1187,1,gpt-5.4-nano
llm_base_rank,malicious_pre_report,66,8_3_74547805_74547805,34,0.7708333333333334,0,AVOID_BUY,RISK,neutral,negative,No trading activity in the window (neutral market) combined with below-average long-term credibility (reputation negative) increases risk of poor liquidity or future sellability.,851,80,931,1200,1,gpt-5.4-nano
llm_base_rank,malicious_pre_report,67,8_3_0c5597e5_0c5597e5,112,0.8736842105263158,31,AVOID_BUY,RISK,neutral,negative,"No market activity in the window is neutral, but persistently low long-term credibility (13th percentile) with a long low-reputation streak indicates meaningful reputation risk.",848,81,929,1791,1,gpt-5.4-nano
llm_base_rank,malicious_pre_report,68,8_3_6249c06e_6249c06e,42,0.7719298245614035,0,AVOID_BUY,RISK,neutral,negative,"No market activity in the current window is neutral, but the entity’s low credibility (23rd percentile) adds meaningful long-term risk.",848,75,923,1782,1,gpt-5.4-nano
llm_base_rank,malicious_pre_report,69,8_3_88efddb0_88efddb0,111,0.7052631578947368,0,AVOID_BUY,RISK,neutral,negative,No market activity in the current window plus below-average (29th percentile) long-term credibility suggests elevated risk of an unsellable or lower-quality contract.,848,79,927,1750,1,gpt-5.4-nano
llm_base_rank,malicious_pre_report,70,8_3_0d99cc92_0d99cc92,71,0.6829268292682927,0,ALLOW_BUY,NO_RISK,neutral,neutral,"No recent market activity is observed and the credibility signal is only mildly weak (no low-reputation streak), so there is no meaningful combined risk evidence.",851,79,930,1296,1,gpt-5.4-nano
llm_base_rank,malicious_pre_report,71,8_3_bba73676_bba73676,111,0.8526315789473684,41,AVOID_BUY,RISK,neutral,negative,"No recent market activity (neutral), combined with persistently poor long-term credibility (15/100) and a long low-reputation streak (41 windows) indicates meaningful contract-side risk.",848,85,933,1366,1,gpt-5.4-nano
llm_base_rank,malicious_pre_report,72,8_3_162d44f0_162d44f0,52,0.484375,0,ALLOW_BUY,NO_RISK,neutral,neutral,No recent trading or mint activity in the window (market neutral) and the credibility signal is mid-range with no persistent low-reputation streak (reputation neutral).,851,82,933,1359,1,gpt-5.4-nano
llm_base_rank,malicious_pre_report,73,8_3_0d99cc92_0d99cc92,71,0.6829268292682927,0,ALLOW_BUY,NO_RISK,neutral,neutral,No trading activity in the window (neutral market) and the reputation credibility is mid-range with no low-reputation streak (no clear negative signal).,851,79,930,1373,1,gpt-5.4-nano
llm_base_rank,malicious_pre_report,74,8_3_0b7e393f_0b7e393f,46,0.5,0,ALLOW_BUY,NO_RISK,neutral,neutral,No window trading or mint activity is observed (neutral market) and the entity credibility is mid-range with no low-reputation streak (neutral reputation).,851,79,930,1378,1,gpt-5.4-nano
llm_base_rank,malicious_pre_report,75,8_3_131e924a_131e924a,58,0.96,18,AVOID_BUY,RISK,neutral,negative,"No recent market activity suggests no positive momentum, while very low credibility (4/100) and a persistent low-reputation streak (18 windows) indicate elevated long-term risk.",851,83,934,1281,1,gpt-5.4-nano
llm_base_rank,malicious_pre_report,76,8_3_cc2d4dae_cc2d4dae,111,0.4526315789473684,0,ALLOW_BUY,NO_RISK,neutral,neutral,No market activity in the current window and only moderate (not low-streak) credibility do not indicate meaningful liquidation/delisting risk.,848,76,924,1230,1,gpt-5.4-nano
llm_base_rank,malicious_pre_report,77,8_3_288462f5_288462f5,113,0.6105263157894737,0,ALLOW_BUY,NO_RISK,neutral,neutral,"There are no recent market activity signals and the reputation credibility is not persistently low, so there is no meaningful combined risk indication.",848,75,923,1294,1,gpt-5.4-nano
llm_base_rank,malicious_pre_report,78,8_3_0d99cc92_0d99cc92,71,0.6829268292682927,0,ALLOW_BUY,NO_RISK,neutral,neutral,There are no trades or mint activity in the window (neutral market signal) and the credibility percentile is not severely low with no low-reputation streak.,851,79,930,1617,1,gpt-5.4-nano
llm_base_rank,malicious_pre_report,79,8_3_cc2d4dae_cc2d4dae,111,0.4526315789473684,0,ALLOW_BUY,NO_RISK,neutral,neutral,No on-window trading or mint activity (neutral market) and only middling credibility with no low-reputation streak (neutral reputation) suggests no meaningful current risk signal.,848,82,930,1388,1,gpt-5.4-nano
llm_base_rank,malicious_pre_report,80,8_3_bba73676_bba73676,111,0.8526315789473684,41,AVOID_BUY,RISK,neutral,negative,"No recent trading activity suggests no market support, and the very low long-term credibility with a persistent low-reputation streak raises meaningful risk.",848,75,923,1212,1,gpt-5.4-nano
llm_base_rank,malicious_pre_report,81,8_3_fbbeee19_fbbeee19,111,0.631578947368421,0,ALLOW_BUY,NO_RISK,neutral,neutral,"No on-window trading or mint activity is observed (neutral market), and the reputation credibility is only mildly low without a persistent low-reputation streak (not clearly negative).",848,83,931,1352,1,gpt-5.4-nano
llm_base_rank,malicious_pre_report,82,8_3_48bcdb6f_48bcdb6f,34,0.9166666666666666,1,AVOID_BUY,RISK,neutral,negative,No meaningful trading activity in the window (neutral market) while the entity shows poor long-term credibility (8/100) so delisting/freeze risk is elevated.,851,81,932,1229,1,gpt-5.4-nano
llm_base_rank,malicious_pre_report,83,8_3_0b7e393f_0b7e393f,46,0.5,0,ALLOW_BUY,NO_RISK,neutral,neutral,"No activity in the current window yields neutral market evidence, and reputation credibility is mid-range with no persistent low-reputation streak.",851,74,925,1193,1,gpt-5.4-nano
llm_base_rank,malicious_pre_report,84,8_3_288462f5_288462f5,113,0.6105263157894737,0,AVOID_BUY,RISK,neutral,negative,"No observed market activity in the window (neutral) while long-term credibility is below midrange (39/100), indicating elevated risk despite lack of short-term trading evidence.",848,82,930,1244,1,gpt-5.4-nano
llm_base_rank,malicious_pre_report,85,8_3_0d99cc92_0d99cc92,71,0.6829268292682927,0,AVOID_BUY,RISK,neutral,negative,"No trade activity in the window is neutral for market demand, while the entity’s long-term trust credibility is relatively low (32/100), creating meaningful risk.",851,80,931,1263,1,gpt-5.4-nano
llm_base_rank,malicious_pre_report,86,8_3_6249c06e_6249c06e,42,0.7719298245614035,0,AVOID_BUY,RISK,neutral,negative,"No market activity in the window, while the entity shows below-average long-term trust credibility (23rd percentile), creating meaningful sellability/delisting risk.",848,79,927,1326,1,gpt-5.4-nano
llm_base_rank,malicious_pre_report,87,8_3_85cfd3cf_85cfd3cf,42,0.7192982456140351,0,AVOID_BUY,RISK,neutral,negative,"No market activity is present while the entity shows below-average long-term credibility, increasing risk of an unreliable or unsellable collection.",848,74,922,1188,1,gpt-5.4-nano
llm_base_rank,malicious_pre_report,88,8_3_74547805_74547805,34,0.7708333333333334,0,AVOID_BUY,RISK,neutral,negative,"No trading activity in the current window leaves market signal neutral while the entity has relatively low credibility (23rd percentile), creating meaningful risk of poor long-term quality.",851,80,931,1340,1,gpt-5.4-nano
llm_base_rank,malicious_pre_report,89,8_3_162d44f0_162d44f0,52,0.484375,0,ALLOW_BUY,NO_RISK,neutral,neutral,"No market activity in the window and no persistent low-reputation streak, so there is no meaningful short-term or long-term risk signal.",851,76,927,1310,1,gpt-5.4-nano
llm_base_rank,malicious_pre_report,90,8_3_6249c06e_6249c06e,42,0.7719298245614035,0,AVOID_BUY,RISK,neutral,negative,"No market activity is observed while the entity has below-average long-term credibility (23/100), creating a meaningful risk of an unsellable or problematic collection.",848,80,928,1220,1,gpt-5.4-nano
llm_base_rank,malicious_pre_report,91,8_3_cff377d0_cff377d0,45,0.9482758620689656,20,AVOID_BUY,RISK,neutral,negative,"No recent market activity is observed while the entity shows very low persistent trust-credibility (5th percentile, 20 consecutive low-reputation windows), indicating elevated delisting/freeze liquidity risk.",848,87,935,1255,1,gpt-5.4-nano
