model_name,decision_mode,sample_group,contract_id,snapshot_idx,decision,risk_label,market_view,reputation_view,myresaon,human_label,reason,automated_claim_check_status,automated_claim_flags,prompt_rule_expected_risk_label,prompt_rule_consistent,archived_rep_rank_pct,archived_low_rep_streak,historical_input_scope,current_panel_alignment,current_panel_window_last_trade_price_usd,current_panel_window_trade_count,current_panel_window_trade_value_total_usd,current_panel_window_unique_buyers,current_panel_window_unique_trade_users,current_panel_window_mint_cnt,current_panel_current_mint_supply_count,current_panel_window_gas_total_usd,current_panel_price_change_vs_prev_window_pct,current_panel_trade_count_change_vs_prev_window_pct,current_panel_rep_score,current_panel_rep_rank,current_panel_rep_rank_pct,current_panel_low_rep_streak,source_file,source_row,human_evidence_supported,human_no_unsupported_claims,human_decision_reason_consistent,human_auditor,human_audit_notes
grok-4-1-fast,llm_rank,good_trust,CloneX,54,ALLOW_BUY,NO_RISK,neutral,positive,,PASS,High TRep credibility percentile rank of 98/100 indicates strong positive reputation.,no_exact_archived_input_fields_to_check,,NO_RISK,TRUE,,,identifiers_and_output_only,not_comparable_no_archived_fields,36952.34,171,2456910.117,154,275,12,19378,33765.00304,2.123171565,-0.284518828,0.050301468,1,0.015384615,0,toptrust_100x2_grok41fast_llm_rank_decisions.csv,138,,,,,
grok-4-1-fast,llm_rank,good_trust,BoredApeYachtClub,82,AVOID_BUY,RISK,neutral,negative,,PASS,Very low TRep credibility percentile rank of 99/100 indicates high risk.,no_exact_archived_input_fields_to_check,,RISK,TRUE,,,identifiers_and_output_only,not_comparable_no_archived_fields,104751.7134,58,6760703.998,52,92,0,0,426936.6072,-0.063732807,-0.147058824,0.043242437,1,0.011363636,0,toptrust_100x2_grok41fast_llm_rank_decisions.csv,107,,,,,
grok-4-1-fast,llm_rank,good_trust,CloneX,113,AVOID_BUY,RISK,neutral,negative,,PASS,Extremely low TRep credibility percentile rank of 99/100 signals high risk.,no_exact_archived_input_fields_to_check,,RISK,TRUE,,,identifiers_and_output_only,not_comparable_no_archived_fields,1819.921536,223,474017.2564,102,180,1,19511,2392.261422,0.095163728,0.639705882,0.041077567,1,0.010526316,0,toptrust_100x2_grok41fast_llm_rank_decisions.csv,111,,,,,
grok-4-1-fast,llm_rank,good_trust,CloneX,62,AVOID_BUY,RISK,neutral,negative,,PASS,Very low TRep credibility percentile rank of 99/100 indicates high risk.,no_exact_archived_input_fields_to_check,,RISK,TRUE,,,identifiers_and_output_only,not_comparable_no_archived_fields,25466.1,138,1884416.435,94,180,5,19416,11981.13359,1.20198027,0.339805825,0.048477886,1,0.012820513,0,toptrust_100x2_grok41fast_llm_rank_decisions.csv,122,,,,,
claude-haiku-4-5-20251001,llm_base,malicious_pre_report,8_3_155ecac8_155ecac8,119,AVOID_BUY,RISK,negative,neutral,,PASS,Zero trading activity with positive gas spend indicates dead or inactive contract with no market engagement.,no_exact_archived_input_fields_to_check,,RISK,TRUE,,,identifiers_and_output_only,not_comparable_no_archived_fields,,0,0,0,0,0,0,109.2988052,,,0.000236104,36,0.378947368,0,toptrust_100x2_claudehaiku_llm_base_decisions.csv,2,,,,,
claude-haiku-4-5-20251001,llm_base,malicious_pre_report,8_3_fbbeee19_fbbeee19,111,AVOID_BUY,RISK,negative,neutral,,PASS,"Complete absence of market activity (zero trades, zero buyers, zero mints, zero collection items) indicates a dead or non-functional contract.",no_exact_archived_input_fields_to_check,,RISK,TRUE,,,identifiers_and_output_only,not_comparable_no_archived_fields,,0,0,0,0,0,0,0,,,5.19E-06,60,0.631578947,0,toptrust_100x2_claudehaiku_llm_base_decisions.csv,9,,,,,
claude-haiku-4-5-20251001,llm_base,malicious_pre_report,8_3_0205c970_0205c970,42,AVOID_BUY,RISK,negative,neutral,,PASS,"Complete absence of market activity (zero trades, zero buyers, zero mints, zero collection items) indicates a dead or non-functional contract.",no_exact_archived_input_fields_to_check,,RISK,TRUE,,,identifiers_and_output_only,not_comparable_no_archived_fields,,0,0,0,0,0,0,0,,,3.45E-05,38,0.666666667,0,toptrust_100x2_claudehaiku_llm_base_decisions.csv,28,,,,,
claude-haiku-4-5-20251001,llm_base,malicious_pre_report,8_3_88efddb0_88efddb0,111,AVOID_BUY,RISK,negative,neutral,,PASS,"Complete absence of market activity (zero trades, zero buyers, zero mints, zero collection items) indicates a dead or non-functional contract.",no_exact_archived_input_fields_to_check,,RISK,TRUE,,,identifiers_and_output_only,not_comparable_no_archived_fields,,0,0,0,0,0,0,0,,,9.71E-07,67,0.705263158,0,toptrust_100x2_claudehaiku_llm_base_decisions.csv,34,,,,,
claude-haiku-4-5-20251001,llm_base,malicious_pre_report,8_3_85cfd3cf_85cfd3cf,42,AVOID_BUY,RISK,negative,neutral,,PASS,"Complete absence of market activity (zero trades, zero buyers, zero mints, zero collection items) indicates a dead or non-functional contract.",no_exact_archived_input_fields_to_check,,RISK,TRUE,,,identifiers_and_output_only,not_comparable_no_archived_fields,,0,0,0,0,0,0,0,,,3.08E-05,41,0.719298246,0,toptrust_100x2_claudehaiku_llm_base_decisions.csv,38,,,,,
claude-haiku-4-5-20251001,llm_base,good_trust,CloneX,101,ALLOW_BUY,NO_RISK,positive,neutral,,PASS,"Strong market activity with 68 trades, high trade value, growing trade count, and stable price; no reputation evidence provided to contradict positive market signals.",no_exact_archived_input_fields_to_check,,NO_RISK,TRUE,,,identifiers_and_output_only,not_comparable_no_archived_fields,3345.055133,68,270299.2409,52,99,1,19501,25142.41882,0.025493288,0.416666667,0.042256847,1,0.010638298,0,toptrust_100x2_claudehaiku_llm_base_decisions.csv,112,,,,,
claude-haiku-4-5-20251001,llm_base,good_trust,CloneX,55,ALLOW_BUY,NO_RISK,positive,neutral,,PASS,"Strong market activity with high trade volume, healthy buyer participation, and stable pricing despite minor window-over-window declines.",no_exact_archived_input_fields_to_check,,NO_RISK,TRUE,,,identifiers_and_output_only,not_comparable_no_archived_fields,12730.705,110,1576348.917,103,189,3,19381,8084.168955,-0.655483117,-0.356725146,0.050474846,1,0.014925373,0,toptrust_100x2_claudehaiku_llm_base_decisions.csv,159,,,,,
claude-haiku-4-5-20251001,llm_base,good_trust,CloneX,46,ALLOW_BUY,NO_RISK,positive,neutral,,PASS,"Strong market activity with high trade volume, healthy buyer engagement, and stable price momentum despite minor trade count decline.",no_exact_archived_input_fields_to_check,,NO_RISK,TRUE,,,identifiers_and_output_only,not_comparable_no_archived_fields,15163.1725,168,66893680.62,141,257,19,19334,10529.96291,0.208015409,-0.129533679,0.054624667,1,0.017241379,0,toptrust_100x2_claudehaiku_llm_base_decisions.csv,178,,,,,
claude-haiku-4-5-20251001,llm_base,good_trust,CloneX,60,ALLOW_BUY,NO_RISK,positive,neutral,,PASS,"Strong market activity with high trade volume, healthy buyer engagement, and minimal price volatility indicate stable market conditions despite slight trade count decline.",no_exact_archived_input_fields_to_check,,NO_RISK,TRUE,,,identifiers_and_output_only,not_comparable_no_archived_fields,10985.4,104,1466007.471,85,149,4,19411,8213.376255,-0.000392294,-0.68,0.048044748,1,0.013157895,0,toptrust_100x2_claudehaiku_llm_base_decisions.csv,181,,,,,
claude-haiku-4-5-20251001,llm_base,good_trust,BoredApeYachtClub,82,ALLOW_BUY,NO_RISK,positive,neutral,,PASS,"Strong market activity with high trade value, substantial buyer engagement, and minimal price decline indicates stable market conditions despite slight trading volume decrease.",no_exact_archived_input_fields_to_check,,NO_RISK,TRUE,,,identifiers_and_output_only,not_comparable_no_archived_fields,104751.7134,58,6760703.998,52,92,0,0,426936.6072,-0.063732807,-0.147058824,0.043242437,1,0.011363636,0,toptrust_100x2_claudehaiku_llm_base_decisions.csv,107,,,,,
claude-haiku-4-5-20251001,llm_base_rank,malicious_pre_report,8_3_cff377d0_cff377d0,45,AVOID_BUY,RISK,negative,negative,,PASS,"Complete market collapse (zero trades, zero volume, zero items) combined with persistent severe reputation failure (5th percentile, 20-window streak) indicates a dead or fraudulent contract.",no_exact_archived_input_fields_to_check,,RISK,TRUE,,,identifiers_and_output_only,not_comparable_no_archived_fields,,0,0,0,0,0,0,0,,,3.81E-08,55,0.948275862,20,toptrust_100x2_claudehaiku_llm_base_rank_decisions.csv,11,,,,,
claude-haiku-4-5-20251001,llm_base_rank,malicious_pre_report,8_3_c1e13c80_c1e13c80,112,AVOID_BUY,RISK,negative,neutral,,PASS,"Zero market activity across all metrics indicates a dead or inactive collection; combined with neutral reputation, the absence of any trading signal presents meaningful risk for a flat position.",no_exact_archived_input_fields_to_check,,RISK,TRUE,,,identifiers_and_output_only,not_comparable_no_archived_fields,,0,0,0,0,0,0,0,,,0.001300303,28,0.294736842,0,toptrust_100x2_claudehaiku_llm_base_rank_decisions.csv,10,,,,,
claude-haiku-4-5-20251001,llm_base_rank,malicious_pre_report,8_3_85cfd3cf_85cfd3cf,42,AVOID_BUY,RISK,negative,negative,,PASS,Zero market activity combined with poor credibility percentile (28/100) indicates both current illiquidity and long-term trust concerns.,no_exact_archived_input_fields_to_check,,RISK,TRUE,,,identifiers_and_output_only,not_comparable_no_archived_fields,,0,0,0,0,0,0,0,,,3.08E-05,41,0.719298246,0,toptrust_100x2_claudehaiku_llm_base_rank_decisions.csv,38,,,,,
claude-haiku-4-5-20251001,llm_base_rank,malicious_pre_report,8_3_4362e588_4362e588,42,AVOID_BUY,RISK,negative,neutral,,PASS,Zero trading activity with no price data and no collection items despite gas expenditure signals a dead or non-functional contract; market evidence is clearly negative.,no_exact_archived_input_fields_to_check,,RISK,TRUE,,,identifiers_and_output_only,not_comparable_no_archived_fields,,0,0,0,0,0,0,12.50694147,,,0.000244614,27,0.473684211,0,toptrust_100x2_claudehaiku_llm_base_rank_decisions.csv,5,,,,,
claude-haiku-4-5-20251001,llm_base_rank,malicious_pre_report,8_3_131e924a_131e924a,58,AVOID_BUY,RISK,negative,negative,,PASS,"Zero trading activity with minimal gas spend, combined with critically low credibility (4th percentile) sustained over 18 windows, indicates both market abandonment and severe long-term reputation deterioration.",no_exact_archived_input_fields_to_check,,RISK,TRUE,,,identifiers_and_output_only,not_comparable_no_archived_fields,,0,0,0,0,0,0,6.47092045,,,0,72,0.96,18,toptrust_100x2_claudehaiku_llm_base_rank_decisions.csv,25,,,,,
claude-haiku-4-5-20251001,llm_base_rank,good_trust,CloneX,64,ALLOW_BUY,NO_RISK,positive,positive,,PASS,"Strong market activity with 142 trades, high trade value, and positive price momentum combined with excellent credibility ranking (99/100) and zero low-reputation streak indicate healthy fundamentals.",no_exact_archived_input_fields_to_check,,NO_RISK,TRUE,,,identifiers_and_output_only,not_comparable_no_archived_fields,8851.1535,142,1407087.715,117,204,2,19422,9356.654921,0.146797542,-0.244680851,0.048138894,1,0.012820513,0,toptrust_100x2_claudehaiku_llm_base_rank_decisions.csv,177,,,,,
claude-haiku-4-5-20251001,llm_base_rank,good_trust,CloneX,53,ALLOW_BUY,NO_RISK,positive,positive,,PASS,"Strong market activity with 239 trades, high trade count growth (+97.5%), excellent reputation (98th percentile credibility), and no low-reputation streak indicate healthy fundamentals.",no_exact_archived_input_fields_to_check,,NO_RISK,TRUE,,,identifiers_and_output_only,not_comparable_no_archived_fields,11831.6715,239,3384839.592,207,354,5,19366,9098.458436,-0.039303617,0.975206612,0.04981012,1,0.015384615,0,toptrust_100x2_claudehaiku_llm_base_rank_decisions.csv,139,,,,,
claude-haiku-4-5-20251001,llm_base_rank,good_trust,CloneX,104,ALLOW_BUY,NO_RISK,positive,positive,,PASS,"Strong market activity with 103 trades, 78 unique buyers, positive price momentum (+0.12%), and excellent long-term credibility (98th percentile) with no low-reputation streak.",no_exact_archived_input_fields_to_check,,NO_RISK,TRUE,,,identifiers_and_output_only,not_comparable_no_archived_fields,2830.462852,103,307549.7696,78,140,0,19504,2776.77425,0.119325767,0.68852459,0.042230905,2,0.021052632,0,toptrust_100x2_claudehaiku_llm_base_rank_decisions.csv,191,,,,,
claude-haiku-4-5-20251001,llm_base_rank,good_trust,CloneX,36,ALLOW_BUY,NO_RISK,negative,positive,,PASS,"Excellent reputation (98th percentile) with zero low-reputation streak strongly offsets modest market deterioration (price flat, trade count down 73%), supporting a hold/allow-buy stance.",no_exact_archived_input_fields_to_check,,NO_RISK,TRUE,,,identifiers_and_output_only,not_comparable_no_archived_fields,60960.7782,178,11271598.88,138,276,10,19202,26809.93126,-0.030736776,-0.731927711,0.05547,1,0.019607843,0,toptrust_100x2_claudehaiku_llm_base_rank_decisions.csv,102,,,,,
claude-haiku-4-5-20251001,llm_base_rank,good_trust,Milady,99,ALLOW_BUY,NO_RISK,positive,positive,,PASS,"Strong market activity (147 trades, $836k volume, 83 unique buyers) with excellent reputation (99th percentile credibility) and no low-reputation streak; minor price decline offset by significant trade count growth.",no_exact_archived_input_fields_to_check,,NO_RISK,TRUE,,,identifiers_and_output_only,not_comparable_no_archived_fields,6259.0775,147,836883.7904,83,144,0,10000,4802.59095,-0.156231127,0.709302326,0.042612427,1,0.010638298,0,toptrust_100x2_claudehaiku_llm_base_rank_decisions.csv,190,,,,,
claude-haiku-4-5-20251001,llm_rank,malicious_pre_report,8_3_0d99cc92_0d99cc92,71,AVOID_BUY,RISK,neutral,negative,,PASS,"Credibility percentile rank of 32/100 indicates below-average long-term trustworthiness, constituting meaningful reputation risk.",no_exact_archived_input_fields_to_check,,RISK,TRUE,,,identifiers_and_output_only,not_comparable_no_archived_fields,,0,0,0,0,0,0,7.8814581,,,3.39E-06,56,0.682926829,0,toptrust_100x2_claudehaiku_llm_rank_decisions.csv,16,,,,,
claude-haiku-4-5-20251001,llm_rank,malicious_pre_report,8_3_88efddb0_88efddb0,111,AVOID_BUY,RISK,neutral,negative,,PASS,"Credibility percentile rank of 29/100 indicates significantly below-average long-term trust, constituting meaningful reputation risk.",no_exact_archived_input_fields_to_check,,RISK,TRUE,,,identifiers_and_output_only,not_comparable_no_archived_fields,,0,0,0,0,0,0,0,,,9.71E-07,67,0.705263158,0,toptrust_100x2_claudehaiku_llm_rank_decisions.csv,34,,,,,
claude-haiku-4-5-20251001,llm_rank,malicious_pre_report,8_3_c5371723_c5371723,113,AVOID_BUY,RISK,neutral,negative,,PASS,"Credibility percentile rank of 49/100 indicates below-median trustworthiness, which constitutes meaningful reputation risk in screening mode.",no_exact_archived_input_fields_to_check,,RISK,TRUE,,,identifiers_and_output_only,not_comparable_no_archived_fields,,0,0,0,0,0,0,0,,,4.21E-05,48,0.505263158,0,toptrust_100x2_claudehaiku_llm_rank_decisions.csv,3,,,,,
claude-haiku-4-5-20251001,llm_rank,malicious_pre_report,8_3_bba73676_bba73676,111,AVOID_BUY,RISK,neutral,negative,,PASS,Credibility percentile rank of 15/100 with 41-window persistent low-reputation streak indicates severe and reliable long-term trust deficit.,no_exact_archived_input_fields_to_check,,RISK,TRUE,,,identifiers_and_output_only,not_comparable_no_archived_fields,,0,0,0,0,0,0,0,,,7.42E-09,81,0.852631579,0,toptrust_100x2_claudehaiku_llm_rank_decisions.csv,53,,,,,
claude-haiku-4-5-20251001,llm_rank,malicious_pre_report,8_3_85cfd3cf_85cfd3cf,42,AVOID_BUY,RISK,neutral,negative,,PASS,"Credibility percentile rank of 28/100 indicates significantly below-average long-term trustworthiness, constituting meaningful reputation risk.",no_exact_archived_input_fields_to_check,,RISK,TRUE,,,identifiers_and_output_only,not_comparable_no_archived_fields,,0,0,0,0,0,0,0,,,3.08E-05,41,0.719298246,0,toptrust_100x2_claudehaiku_llm_rank_decisions.csv,38,,,,,
claude-haiku-4-5-20251001,llm_rank,good_trust,CloneX,37,ALLOW_BUY,NO_RISK,neutral,positive,,PASS,Credibility percentile rank of 98/100 with zero low-reputation streak indicates strong positive reputation evidence.,no_exact_archived_input_fields_to_check,,NO_RISK,TRUE,,,identifiers_and_output_only,not_comparable_no_archived_fields,52523.572,314,18600528.52,265,483,25,19227,66282.49426,-0.138403847,0.764044944,0.055312945,1,0.019230769,0,toptrust_100x2_claudehaiku_llm_rank_decisions.csv,195,,,,,
claude-haiku-4-5-20251001,llm_rank,good_trust,CloneX,48,ALLOW_BUY,NO_RISK,neutral,positive,,PASS,Credibility percentile rank of 98/100 with zero low-reputation streak indicates strong positive reputation evidence.,no_exact_archived_input_fields_to_check,,NO_RISK,TRUE,,,identifiers_and_output_only,not_comparable_no_archived_fields,16877.4529,123,2100201.976,112,199,14,19352,28329.19799,-0.129860049,0.481927711,0.052302514,1,0.016393443,0,toptrust_100x2_claudehaiku_llm_rank_decisions.csv,198,,,,,
claude-haiku-4-5-20251001,llm_rank,good_trust,CloneX,63,ALLOW_BUY,NO_RISK,neutral,positive,,PASS,Credibility percentile rank of 99/100 with zero low-reputation streak indicates strong positive reputation evidence.,no_exact_archived_input_fields_to_check,,NO_RISK,TRUE,,,identifiers_and_output_only,not_comparable_no_archived_fields,7718.1483,188,2588356.293,107,207,4,19420,6482.880195,-0.696924606,0.362318841,0.048222629,1,0.012820513,0,toptrust_100x2_claudehaiku_llm_rank_decisions.csv,162,,,,,
claude-haiku-4-5-20251001,llm_rank,good_trust,CloneX,112,ALLOW_BUY,NO_RISK,neutral,positive,,PASS,Credibility percentile rank of 98/100 with zero low-reputation streak indicates strong positive reputation evidence.,no_exact_archived_input_fields_to_check,,NO_RISK,TRUE,,,identifiers_and_output_only,not_comparable_no_archived_fields,1661.780325,136,299076.184,85,146,0,19510,3448.349644,-0.057864311,-0.302564103,0.04086899,2,0.021052632,0,toptrust_100x2_claudehaiku_llm_rank_decisions.csv,145,,,,,
claude-haiku-4-5-20251001,llm_rank,good_trust,CloneX,53,ALLOW_BUY,NO_RISK,neutral,positive,,PASS,Credibility percentile rank of 98/100 with zero low-reputation streak indicates strong positive reputation evidence.,no_exact_archived_input_fields_to_check,,NO_RISK,TRUE,,,identifiers_and_output_only,not_comparable_no_archived_fields,11831.6715,239,3384839.592,207,354,5,19366,9098.458436,-0.039303617,0.975206612,0.04981012,1,0.015384615,0,toptrust_100x2_claudehaiku_llm_rank_decisions.csv,139,,,,,
gemini-2.5-flash-nothinking,llm_base,malicious_pre_report,8_3_48bcdb6f_48bcdb6f,34,AVOID_BUY,RISK,negative,neutral,The reason incorrectly states that gas fees were present.,NO_PASS,"The market shows no trading activity and zero items, indicating potential issues or lack of interest, despite gas fees.",no_exact_archived_input_fields_to_check,,RISK,TRUE,,,identifiers_and_output_only,not_comparable_no_archived_fields,,0,0,0,0,0,0,1217.930459,,,9.62E-07,44,0.916666667,1,toptrust_100x2_gemini25flashnothinking_llm_base_decisions.csv,24,,,,,
gemini-2.5-flash-nothinking,llm_base,malicious_pre_report,8_3_0d99cc92_0d99cc92,71,ALLOW_BUY,NO_RISK,negative,neutral,,PASS,"Market evidence shows no trading activity, but without reputation data, the overall risk is not strong enough to label as RISK.",no_exact_archived_input_fields_to_check,,RISK,FALSE,,,identifiers_and_output_only,not_comparable_no_archived_fields,,0,0,0,0,0,0,7.8814581,,,3.39E-06,56,0.682926829,0,toptrust_100x2_gemini25flashnothinking_llm_base_decisions.csv,54,,,,,
gemini-2.5-flash-nothinking,llm_base,malicious_pre_report,8_3_131e924a_131e924a,58,ALLOW_BUY,NO_RISK,negative,neutral,,PASS,"The market shows no trading activity, but without reputation evidence, the risk cannot be confirmed.",no_exact_archived_input_fields_to_check,,RISK,FALSE,,,identifiers_and_output_only,not_comparable_no_archived_fields,,0,0,0,0,0,0,6.47092045,,,0,72,0.96,18,toptrust_100x2_gemini25flashnothinking_llm_base_decisions.csv,25,,,,,
gemini-2.5-flash-nothinking,llm_base,malicious_pre_report,8_3_cc2d4dae_cc2d4dae,111,ALLOW_BUY,NO_RISK,negative,neutral,,PASS,"Market evidence is negative due to zero activity, but without reputation evidence, the overall risk is considered neutral.",no_exact_archived_input_fields_to_check,,RISK,FALSE,,,identifiers_and_output_only,not_comparable_no_archived_fields,,0,0,0,0,0,0,0,,,9.60E-05,43,0.452631579,0,toptrust_100x2_gemini25flashnothinking_llm_base_decisions.csv,20,,,,,
gemini-2.5-flash-nothinking,llm_base,malicious_pre_report,8_3_88efddb0_88efddb0,111,AVOID_BUY,RISK,negative,neutral,,PASS,"The market evidence shows no activity, indicating a lack of demand or liquidity for the NFT.",no_exact_archived_input_fields_to_check,,RISK,TRUE,,,identifiers_and_output_only,not_comparable_no_archived_fields,,0,0,0,0,0,0,0,,,9.71E-07,67,0.705263158,0,toptrust_100x2_gemini25flashnothinking_llm_base_decisions.csv,71,,,,,
gemini-2.5-flash-nothinking,llm_base,good_trust,CloneX,116,ALLOW_BUY,NO_RISK,positive,neutral,,PASS,"Market evidence shows positive price and trade count changes, indicating healthy activity, with no reputation evidence to contradict this.",no_exact_archived_input_fields_to_check,,NO_RISK,TRUE,,,identifiers_and_output_only,not_comparable_no_archived_fields,3436.876338,380,1340838.633,226,365,0,19516,22985.78687,0.298016189,2.247863248,0.041686338,1,0.010526316,0,toptrust_100x2_gemini25flashnothinking_llm_base_decisions.csv,153,,,,,
gemini-2.5-flash-nothinking,llm_base,good_trust,KaijuKingz,119,ALLOW_BUY,NO_RISK,neutral,neutral,,PASS,"Market evidence shows a slight price and trade count decrease, but overall activity remains stable without strong negative indicators.",no_exact_archived_input_fields_to_check,,NO_RISK,TRUE,,,identifiers_and_output_only,not_comparable_no_archived_fields,164.4467444,20,8907.97455,13,30,0,7474,667.3589139,-0.121075699,-0.333333333,0.042354974,1,0.010526316,0,toptrust_100x2_gemini25flashnothinking_llm_base_decisions.csv,158,,,,,
gemini-2.5-flash-nothinking,llm_base,good_trust,BoredApeYachtClub,75,ALLOW_BUY,NO_RISK,neutral,neutral,,PASS,"Market evidence shows high trade volume and value with a slight price and trade count decrease, which is not strong enough to indicate risk without reputation data.",no_exact_archived_input_fields_to_check,,NO_RISK,TRUE,,,identifiers_and_output_only,not_comparable_no_archived_fields,118414.2545,69,8712085.399,64,106,0,0,327477.8895,-0.005075314,-0.126582278,0.046739211,1,0.011764706,0,toptrust_100x2_gemini25flashnothinking_llm_base_decisions.csv,165,,,,,
gemini-2.5-flash-nothinking,llm_base,good_trust,CloneX,52,ALLOW_BUY,NO_RISK,neutral,neutral,,PASS,"Market indicators show slight negative trends in price and trade count, but overall activity remains substantial, leading to a neutral market view.",no_exact_archived_input_fields_to_check,,NO_RISK,TRUE,,,identifiers_and_output_only,not_comparable_no_archived_fields,12315.724,121,1599382.29,111,204,4,19361,6134.157678,-0.067312878,-0.097014925,0.049822548,1,0.015625,0,toptrust_100x2_gemini25flashnothinking_llm_base_decisions.csv,169,,,,,
gemini-2.5-flash-nothinking,llm_base,good_trust,CloneX,103,ALLOW_BUY,NO_RISK,neutral,neutral,,PASS,"Market evidence shows a slight price and trade count decrease, but overall activity remains substantial, leading to a neutral market view.",no_exact_archived_input_fields_to_check,,NO_RISK,TRUE,,,identifiers_and_output_only,not_comparable_no_archived_fields,2528.72125,61,199031.601,50,83,2,19504,4488.589848,-0.345020846,-0.651428571,0.042255179,2,0.021052632,0,toptrust_100x2_gemini25flashnothinking_llm_base_decisions.csv,194,,,,,
gemini-2.5-flash-nothinking,llm_base_rank,malicious_pre_report,8_3_4362e588_4362e588,42,AVOID_BUY,RISK,negative,neutral,,PASS,"The market shows no trading activity, indicating illiquidity, while reputation is neutral.",no_exact_archived_input_fields_to_check,,RISK,TRUE,,,identifiers_and_output_only,not_comparable_no_archived_fields,,0,0,0,0,0,0,12.50694147,,,0.000244614,27,0.473684211,0,toptrust_100x2_gemini25flashnothinking_llm_base_rank_decisions.csv,5,,,,,
gemini-2.5-flash-nothinking,llm_base_rank,malicious_pre_report,8_3_0c5597e5_0c5597e5,112,AVOID_BUY,RISK,negative,negative,,PASS,"The market shows no activity, and the reputation is consistently low with a long streak, indicating high risk.",no_exact_archived_input_fields_to_check,,RISK,TRUE,,,identifiers_and_output_only,not_comparable_no_archived_fields,,0,0,0,0,0,0,0,,,4.96E-09,83,0.873684211,0,toptrust_100x2_gemini25flashnothinking_llm_base_rank_decisions.csv,19,,,,,
gemini-2.5-flash-nothinking,llm_base_rank,malicious_pre_report,8_3_51c6f17b_51c6f17b,111,AVOID_BUY,RISK,negative,negative,,PASS,"Both market and reputation evidence are strongly negative, indicating high risk.",no_exact_archived_input_fields_to_check,,RISK,TRUE,,,identifiers_and_output_only,not_comparable_no_archived_fields,,0,0,0,0,0,0,0,,,2.32E-09,87,0.915789474,4,toptrust_100x2_gemini25flashnothinking_llm_base_rank_decisions.csv,98,,,,,
gemini-2.5-flash-nothinking,llm_base_rank,malicious_pre_report,8_3_c5371723_c5371723,113,AVOID_BUY,RISK,negative,neutral,,PASS,"Zero market activity indicates a lack of demand, and while reputation is neutral, the absence of positive market signals leads to a RISK judgment.",no_exact_archived_input_fields_to_check,,RISK,TRUE,,,identifiers_and_output_only,not_comparable_no_archived_fields,,0,0,0,0,0,0,0,,,4.21E-05,48,0.505263158,0,toptrust_100x2_gemini25flashnothinking_llm_base_rank_decisions.csv,3,,,,,
gemini-2.5-flash-nothinking,llm_base_rank,malicious_pre_report,8_3_fbbeee19_fbbeee19,111,AVOID_BUY,RISK,negative,negative,,PASS,Zero market activity combined with low credibility percentile rank indicates meaningful risk.,no_exact_archived_input_fields_to_check,,RISK,TRUE,,,identifiers_and_output_only,not_comparable_no_archived_fields,,0,0,0,0,0,0,0,,,5.19E-06,60,0.631578947,0,toptrust_100x2_gemini25flashnothinking_llm_base_rank_decisions.csv,58,,,,,
gemini-2.5-flash-nothinking,llm_base_rank,good_trust,CloneX,51,ALLOW_BUY,NO_RISK,neutral,positive,,PASS,"Market evidence shows a slight price decrease but increased trade activity, while reputation is very strong, indicating no meaningful risk.",no_exact_archived_input_fields_to_check,,NO_RISK,TRUE,,,identifiers_and_output_only,not_comparable_no_archived_fields,13204.561,134,2095148.486,108,205,1,19357,10652.46896,-0.105456155,0.252336449,0.050019694,1,0.015625,0,toptrust_100x2_gemini25flashnothinking_llm_base_rank_decisions.csv,167,,,,,
gemini-2.5-flash-nothinking,llm_base_rank,good_trust,CloneX,100,ALLOW_BUY,NO_RISK,neutral,positive,,PASS,"Market evidence shows a slight price and trade count decline, but reputation is very strong, offsetting minor market weakness.",no_exact_archived_input_fields_to_check,,NO_RISK,TRUE,,,identifiers_and_output_only,not_comparable_no_archived_fields,3261.898611,48,221294.396,37,75,0,19500,3486.451625,-0.054019401,-0.25,0.042383366,1,0.010638298,0,toptrust_100x2_gemini25flashnothinking_llm_base_rank_decisions.csv,154,,,,,
gemini-2.5-flash-nothinking,llm_base_rank,good_trust,Milady,93,ALLOW_BUY,NO_RISK,negative,positive,,PASS,"Despite a significant drop in trade count, the price increased and reputation is very strong, offsetting market concerns.",no_exact_archived_input_fields_to_check,,NO_RISK,TRUE,,,identifiers_and_output_only,not_comparable_no_archived_fields,8729.97292,88,578726.6498,67,118,0,10000,19541.32263,0.274620498,-0.762803235,0.043917769,1,0.010869565,0,toptrust_100x2_gemini25flashnothinking_llm_base_rank_decisions.csv,135,,,,,
gemini-2.5-flash-nothinking,llm_base_rank,good_trust,BoredApeYachtClub,80,ALLOW_BUY,NO_RISK,neutral,positive,,PASS,"Market evidence shows a slight price increase but a significant drop in trade count, while reputation is very strong.",no_exact_archived_input_fields_to_check,,NO_RISK,TRUE,,,identifiers_and_output_only,not_comparable_no_archived_fields,118056.75,108,13207259.84,54,101,0,0,766612.372,0.005417626,-0.534482759,0.044967605,1,0.011363636,0,toptrust_100x2_gemini25flashnothinking_llm_base_rank_decisions.csv,184,,,,,
